method,trial_key,mouse_id,genotype,trial_type,timepoint,analysis_window,duration_s,n_peaks,transient_freq_per_sec,transient_freq_per_min,mean_peak_amp_z,median_peak_amp_z,trial_mean_z,mean_absolute_deviation,threshold_z,trial_duration_s,interaction_duration_s,outside_interaction_duration_s,n_interaction_bouts
mean_MAD,W1__ID398_NE__3CT_FP11_2__3CT_W1_cohort2_FP-Trial____13,398,NE,Novel,W1,Interaction,32.94,20,0.6071645415907712,36.42987249544627,2.303789464279201,2.0291586622099858,1.5164310753850343e-17,0.7576147946048171,1.5152295892096341,299.84000000000015,32.94,266.90000000000015,6
mean_MAD,W2__ID398_NE__3CT_FP11_2__3CT_W2_C2-Trial____13,398,NE,Novel,W2,Interaction,113.44000000000003,40,0.3526093088857545,21.15655853314527,2.451382853928987,2.3875819420634627,-3.411969919616327e-17,0.771931796181187,1.543863592362374,299.8403839999992,113.44000000000003,186.40038399999915,14
mean_MAD,Preinduction__ID400_NE__3CT_FP14_2__3CT_Preinduction_cohort2_FP-Trial____16,400,NE,Novel,Preinduction,Interaction,36.61299999999996,4,0.10925081255291849,6.555048753175109,2.2453794832301446,2.3322031171705446,-6.065724301540137e-17,0.7989373754674625,1.597874750934925,299.83952000000136,36.61299999999996,263.2265200000014,10
mean_MAD,W1__ID400_NE__3CT_FP14_2__3CT_W1_cohort2_FP-Trial____16,400,NE,Novel,W1,Interaction,78.17999999999988,8,0.10232796111537494,6.139677666922497,2.526185111673379,2.295880645909617,3.0328621507700686e-17,0.7994542689264078,1.5989085378528156,299.8397760000007,78.17999999999988,221.65977600000082,16
mean_MAD,W2__ID400_NE__3CT_FP14_2__3CT_W2_C2-Trial____17,400,NE,Novel,W2,Interaction,77.20000000000007,19,0.24611398963730546,14.766839378238327,1.952633093567744,1.7936533151078042,-3.0328621507700686e-17,0.7837642461214929,1.5675284922429857,299.84047999999893,77.20000000000007,222.64047999999886,6
mean_MAD,Preinduction__ID423_NE__3CT_FP_12_1__3CT_Preinduction-Trial____18,423,NE,Novel,Preinduction,Interaction,0.0,0,,,,,7.582155376925172e-18,0.7643971362852092,1.5287942725704184,299.8402239999996,0.0,299.8402239999996,0
mean_MAD,W1__ID423_NE__3CT_FP16_1__3CT_W1_retracked-Trial____18,423,NE,Novel,W1,Interaction,35.352000000000004,10,0.2828694274722788,16.972165648336727,3.222440469719087,2.9139488880030604,3.791077688462586e-18,0.7011717720605439,1.4023435441210879,299.84003200000006,35.352000000000004,264.4880320000001,6
mean_MAD,W2__ID423_NE__3CT_FP15_1__3CT_W2-Trial____17,423,NE,Novel,W2,Interaction,25.519999999999982,16,0.6269592476489033,37.6175548589342,3.115020511004449,2.7647681994720745,-7.582155376925172e-18,0.7258433256504734,1.4516866513009468,299.84032000000116,25.519999999999982,274.3203200000012,13
mean_MAD,Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,Interaction,55.38000000000002,11,0.19862766341639576,11.917659804983746,2.087493579916473,1.9052872154054972,7.581144153215259e-18,0.760168383326889,1.520336766653778,299.87974399999985,55.38000000000002,244.49974399999982,13
mean_MAD,W1__ID429_WT__3CT_FP12_1__3CT_W1_retracked-Trial____15,429,WT,Novel,W1,Interaction,68.40300000000002,28,0.40933877169129995,24.560326301477996,2.8505177041395564,2.705076653072896,-2.653400453625341e-17,0.7286893500132484,1.4573787000264968,299.88022400000045,68.40300000000002,231.47722400000043,13
mean_MAD,W2__ID429_WT__3CT_FP12_1__3CT_W2-Trial____14,429,WT,Novel,W2,Interaction,28.139999999999937,18,0.639658848614074,38.37953091684444,2.9844302619507665,2.6329957054491855,-3.0328621507700686e-17,0.7395110907794742,1.4790221815589484,299.84044800000083,28.139999999999937,271.7004480000009,9
mean_MAD,Preinduction__ID450_NE__3CT_FP19_3__3CT_Preinduction_C3_check_arena_settings-Trial____21,450,NE,Novel,Preinduction,Interaction,15.920000000000062,0,0.0,0.0,,,5.3075087638476207e-17,0.8052690025882839,1.6105380051765679,299.8405759999987,15.920000000000062,283.9205759999986,5
mean_MAD,W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,Interaction,26.779999999999998,5,0.18670649738610906,11.202389843166543,2.4067749299509376,2.5026467391525857,-3.0328621507700686e-17,0.7948664005828624,1.5897328011657248,299.840416,26.779999999999998,273.06041600000003,9
